year_weeks,other_יהודה ושומרון,other_מחוז הדרום,other_מחוז המרכז,other_מחוז הצפון,other_מחוז חיפה,other_מחוז ירושלים,other_מחוז תל אביב,אבטיחים_other,אבטיחים_יהודה ושומרון,אבטיחים_מחוז הדרום,אבטיחים_מחוז המרכז,אבטיחים_מחוז הצפון,אבטיחים_מחוז חיפה,אבטיחים_מחוז תל אביב,אשכוליות_other,אשכוליות_יהודה ושומרון,אשכוליות_מחוז הדרום,אשכוליות_מחוז המרכז,אשכוליות_מחוז הצפון,אשכוליות_מחוז חיפה,אשכוליות_מחוז ירושלים,אשכוליות_מחוז תל אביב,בטטות_other,בטטות_מחוז הדרום,בטטות_מחוז המרכז,בטטות_מחוז הצפון,בטטות_מחוז חיפה,בטטות_מחוז תל אביב,בצלים_other,בצלים_יהודה ושומרון,בצלים_מחוז הדרום,בצלים_מחוז המרכז,בצלים_מחוז הצפון,בצלים_מחוז חיפה,בצלים_מחוז ירושלים,בצלים_מחוז תל אביב,גזרים_other,גזרים_מחוז הדרום,גזרים_מחוז המרכז,גזרים_מחוז הצפון,גזרים_מחוז חיפה,גזרים_מחוז ירושלים,גזרים_מחוז תל אביב,חסה_other,חסה_יהודה ושומרון,חסה_מחוז הדרום,חסה_מחוז המרכז,חסה_מחוז הצפון,חסה_מחוז חיפה,חסה_מחוז ירושלים,חסה_מחוז תל אביב,חצילים_other,חצילים_יהודה ושומרון,חצילים_מחוז הדרום,חצילים_מחוז המרכז,חצילים_מחוז הצפון,חצילים_מחוז חיפה,חצילים_מחוז ירושלים,חצילים_מחוז תל אביב,כרוב_other,כרוב_יהודה ושומרון,כרוב_מחוז הדרום,כרוב_מחוז המרכז,כרוב_מחוז הצפון,כרוב_מחוז חיפה,כרוב_מחוז ירושלים,כרוב_מחוז תל אביב,לימונים_other,לימונים_מחוז הדרום,לימונים_מחוז המרכז,לימונים_מחוז הצפון,לימונים_מחוז חיפה,לימונים_מחוז תל אביב,לפת_other,לפת_יהודה ושומרון,לפת_מחוז הדרום,לפת_מחוז המרכז,לפת_מחוז הצפון,לפת_מחוז חיפה,לפת_מחוז תל אביב,מלונים_other,מלונים_יהודה ושומרון,מלונים_מחוז הדרום,מלונים_מחוז המרכז,מלונים_מחוז הצפון,מלונים_מחוז חיפה,מלונים_מחוז ירושלים,מלונים_מחוז תל אביב,מלפפונים_other,מלפפונים_יהודה ושומרון,מלפפונים_מחוז הדרום,מלפפונים_מחוז המרכז,מלפפונים_מחוז הצפון,מלפפונים_מחוז חיפה,מלפפונים_מחוז ירושלים,מלפפונים_מחוז תל אביב,סלק_other,סלק_יהודה ושומרון,סלק_מחוז הדרום,סלק_מחוז המרכז,סלק_מחוז הצפון,סלק_מחוז חיפה,סלק_מחוז ירושלים,סלק_מחוז תל אביב,עגבניות_other,עגבניות_יהודה ושומרון,עגבניות_מחוז הדרום,עגבניות_מחוז המרכז,עגבניות_מחוז הצפון,עגבניות_מחוז חיפה,עגבניות_מחוז ירושלים,עגבניות_מחוז תל אביב,ענבים_other,ענבים_יהודה ושומרון,ענבים_מחוז הדרום,ענבים_מחוז המרכז,ענבים_מחוז הצפון,ענבים_מחוז חיפה,ענבים_מחוז תל אביב,פומלית_other,פומלית_מחוז הדרום,פומלית_מחוז המרכז,פומלית_מחוז הצפון,פומלית_מחוז חיפה,פומלית_מחוז תל אביב,פלפלים_other,פלפלים_יהודה ושומרון,פלפלים_מחוז הדרום,פלפלים_מחוז המרכז,פלפלים_מחוז הצפון,פלפלים_מחוז חיפה,פלפלים_מחוז ירושלים,פלפלים_מחוז תל אביב,צנון_other,צנון_יהודה ושומרון,צנון_מחוז הדרום,צנון_מחוז המרכז,צנון_מחוז הצפון,צנון_מחוז ירושלים,צנון_מחוז תל אביב,צנונית_other,צנונית_יהודה ושומרון,צנונית_מחוז הדרום,צנונית_מחוז המרכז,צנונית_מחוז הצפון,קולורבי_other,קולורבי_יהודה ושומרון,קולורבי_מחוז הדרום,קולורבי_מחוז המרכז,קולורבי_מחוז הצפון,קולורבי_מחוז חיפה,קולורבי_מחוז ירושלים,קולורבי_מחוז תל אביב,קישואים_other,קישואים_יהודה ושומרון,קישואים_מחוז הדרום,קישואים_מחוז המרכז,קישואים_מחוז הצפון,קישואים_מחוז חיפה,קישואים_מחוז ירושלים,קישואים_מחוז תל אביב,קלמנטינות_other,קלמנטינות_יהודה ושומרון,קלמנטינות_מחוז הדרום,קלמנטינות_מחוז המרכז,קלמנטינות_מחוז הצפון,קלמנטינות_מחוז חיפה,קלמנטינות_מחוז תל אביב,"תפו""א_other","תפו""א_יהודה ושומרון","תפו""א_מחוז הדרום","תפו""א_מחוז המרכז","תפו""א_מחוז הצפון","תפו""א_מחוז חיפה","תפו""א_מחוז ירושלים","תפו""א_מחוז תל אביב",תפוזים_other,תפוזים_מחוז הדרום,תפוזים_מחוז המרכז,תפוזים_מחוז הצפון,תפוזים_מחוז חיפה,תפוזים_מחוז תל אביב,תפוחים_other,תפוחים_מחוז הדרום,תפוחים_מחוז המרכז,תפוחים_מחוז הצפון,תפוחים_מחוז חיפה,תפוחים_מחוז תל אביב
2021-05-10/2021-05-16,36.82611,10026.826,2502.3928,2106.6895,2447.9663,69.648994,975.4852,1630.2881,2.8807034,2351.192,80.41378,2248.353,404.16257,5.331113,538.77527,3.7059257,204.47614,305.78952,1462.0638,35.41552,0.22861516,41.981594,1026.3225,1396.0647,289.04727,12.633495,48.13754,2.8213098,1274.1116,0.65341055,725.77893,160.69931,3052.2634,101.4067,1.6864034,0.20198758,1399.143,3000.9504,203.28192,12649.869,172.48685,0.6111334,0.57334435,174.0765,0.66621846,1802.76,116.81082,638.6672,9.626837,0.058485307,0.39063907,2398.7805,0.96292716,3780.0825,1320.8381,754.9091,6218.5938,0.8746166,44.124268,1734.4564,18.778875,4789.9927,1090.5857,6246.637,214.41048,4.5970078,70.40796,109.51036,1384.3678,62.154156,70.40396,139.39433,4.634273,1109.5885,30.35191,199.46295,0.7207837,2013.5864,0,6.8336716,3.8314629,0.42043927,187.14238,63.576874,38.399204,0.1787187,0.31529012,0.78124225,147.1659,0.42702547,1697.5076,13359.001,236.29527,2138.5757,0.9038128,764.35864,2023.4135,175.81967,3286.6335,274.8747,16116.659,40.02997,12.589723,10.436149,447.5142,0.19797416,9738.67,1373.5376,1024.5862,485.48862,14.268157,375.8054,0.23287424,0.020266296,17.277824,0.18609126,1.5787112,0.023489224,0,364.3796,87.716,237.2959,149.00072,21.905157,26.875612,309.1077,45.004906,3548.043,495.2638,221.3106,293.49844,4.7655425,0,148.96277,20.369604,126.79641,4.47736,285.0103,0,1.6727196,2749.1992,2.3119307,4881.673,3.5843816,681.1001,2248.9866,3.0831711,4522.4844,720.3795,8257.168,354.39154,2.842421,4.6816454,12.593418,0,502.60245,152.62306,9.148227,30.245237,0.8281601,0.5796156,1489.5752,4.797242,4539.912,1886.9022,4096.4414,546.90497,140.68988,16755.861,0,9090.928,3713.547,187.56969,1957.8977,0,318.22244,497.2508,305.44385,106.72767,36.333523,52.504765,219.30226,198.1931,0.9754505,1.1071151,38.94555,7.0008216,0.41125846
2021-05-17/2021-05-23,44.352196,12075.989,3013.802,2537.2297,2948.2524,83.88303,1174.8434,1630.2881,2.8807034,2351.192,80.41378,2248.353,404.16257,5.331113,648.8837,4.4632998,246.26454,368.28317,1760.8632,42.65333,0.27533683,50.561302,1236.0701,1681.3759,348.1193,15.21538,57.97533,3.3978958,1534.4993,0.78694683,874.105,193.54114,3676.0488,122.131,2.031051,0.24326743,1685.0831,3614.249,244.82626,15235.099,207.73767,0.7360297,0.69051766,209.65219,0.8023724,2171.1868,140.68323,769.1904,11.594258,0.070437856,0.47047326,2889.0134,1.1597188,4552.611,1590.7754,909.18854,7489.4766,1.0533605,53.141865,2088.924,22.616678,5768.9146,1313.4666,7523.2505,258.22913,5.536491,84.797104,131.8908,1667.2885,74.85648,84.79229,167.8821,5.5813727,1336.353,36.55487,240.22682,0.8680889,2425.0994,0,8.230258,4.614492,0.5063637,225.3883,76.56996,46.246788,0.21524312,0.37972537,0.9409033,177.24191,0.51429605,2044.4241,16089.154,284.5865,2575.6323,1.0885235,920.5692,2436.9346,211.7516,3958.3167,331.05032,19410.39,48.210827,15.162663,12.568968,538.97186,0.2384338,11728.943,1654.2449,1233.9789,584.70703,17.184118,452.60803,0.28046635,0.024408087,20.80886,0.22412238,1.9013499,0.028289678,0,438.8472,105.642365,285.79163,179.4517,26.38188,32.368137,372.27948,54.202477,4273.15,596.4799,266.53943,353.4802,5.7394676,0,179.40602,24.532509,152.70955,5.3923907,343.25735,0,2.0145702,3311.0496,2.7844164,5879.331,4.316915,820.2952,2708.6052,3.713274,5446.736,867.6021,9944.67,426.81787,3.423322,5.638425,15.167114,0,605.31836,183.81436,11.017836,36.426407,0.99740976,0.6980707,1793.997,5.7776456,5467.725,2272.525,4933.6235,658.67487,169.4424,20180.225,0,10948.823,4472.4775,225.90294,2358.0295,0,383.25696,1933.2198,1187.5114,414.9382,141.2583,204.12932,852.60815,238.69745,1.1748016,1.3333744,46.904778,8.431568,0.49530664
2021-05-24/2021-05-30,17.153467,4670.4595,1165.6034,981.2875,1140.2533,31.491789,454.3771,1075.923,0.57345206,908.85126,31.083895,869.099,156.22871,2.060737,428.4651,1.7262052,95.244156,142.43553,681.02344,16.496407,0.10336841,19.554857,816.1907,193.57704,134.63705,11.189655,22.422277,1.3141544,3372.2996,1.0129653,1125.152,249.12727,4731.836,35.75272,0.7625075,0.31313574,1112.679,1397.8313,94.6879,5892.2637,80.34368,0.2763241,0.26706138,45.64061,0.10230943,276.84595,30.759605,13.310922,1.4783686,0.008718337,0.05998947,3009.118,0.70750505,2777.398,970.4783,554.6654,4569.0786,0.6237936,32.420048,1379.3396,8.747123,2231.1604,1995.0538,2909.6626,99.87154,1.1367496,32.795742,87.08894,644.83295,28.951136,32.79386,64.92932,2.158625,882.4086,2.3748045,92.90904,0.33573797,937.9204,0,3.1830957,3.0469997,0.19583888,87.170166,29.613853,17.88619,0.08324643,0.14255849,0.36389935,117.03478,0.19285631,766.6404,6033.295,106.71734,965.8387,0.3962284,345.20505,1609.1348,81.896095,1530.9021,26.794376,7507.082,18.645798,5.692447,4.861115,355.8889,0.09221553,4536.2373,639.7886,477.24786,226.13876,6.4513545,175.04872,0.18519498,0.0094399545,8.047943,0.08668054,0.7353572,0.01094118,0,74.46903,45.1777,28.405327,67.75001,12.17869,3.2171233,245.82024,104.66362,1652.6656,230.69188,103.08559,136.7104,2.1547408,0,316.56055,9.488082,157.82439,5.5729995,354.75436,0,1.526605,1835.8171,4.203567,1146.4631,1.6695905,317.2537,1718.0563,1.3795456,2023.5602,322.3293,3694.62,158.57028,1.2345645,2.0947728,12.41804,0,643.01984,88.14901,14.470464,69.417366,0.46429992,0.33476275,230.81181,2.1973562,412.03238,171.2506,736.52454,84.246925,12.768605,7599.036,0,1795.5546,733.46454,37.04694,386.705,0,62.852215,395.44244,142.27452,49.713295,16.924004,24.456512,102.15011,530.30774,3.555681,10.171521,141.9632,25.51917,1.4991062
2021-05-31/2021-06-06,71.96739,5930.916,3350.4658,8142.3037,1495.1927,18.105947,39.23232,2145.999,1.2251756,5882.3315,6302.8633,4103.378,1325.298,13.337687,80.320045,2.20139,28.964052,53.151226,242.9429,6.57514,0.09118453,28.462055,1018.53125,288.3588,443.48886,17.987736,35.12506,2.7017422,11563.17,9.966585,6258.575,1700.433,10578.608,260.6566,1.453917,1.7417958,2346.8772,4782.867,195.4863,14707.211,294.61978,0.3241036,0.35417143,72.271225,1.3148708,711.15625,96.95749,24.943037,4.977415,0.0076770075,1.2229793,732.57184,6.6125655,6190.0625,2654.0928,8164.4414,16414.215,0.4765733,12.305502,1577.6163,68.06004,7947.842,1043.9785,1698.4889,548.5729,0.72122145,60.850086,52.6033,1070.6276,34.80987,53.361176,83.38708,2.1151447,0.24014683,0.03088064,0.0988172,0.035912354,1.1470437,0,0.0014053048,12.377964,24.652882,2616.6943,562.1989,391.66785,3.2752573,1.4669307,114.37433,174.99214,1.8627115,1701.9053,9982.298,95.72669,2810.2336,0.3015232,387.60202,2278.0386,434.03156,3515.8418,1185.6058,14677.912,125.791794,4.4813766,1.8641407,3073.1208,1.8379153,15393.399,3731.1936,3538.517,1408.6649,10.510418,61.80786,11.76504,329.42712,345.5649,3.7499442,55.282948,1.4778706,0,4.7733626,3.1579688,3.6243942,5.1390843,1.6598034,0.33452567,1303.247,6027.751,6180.7544,2434.6,1739.0344,7764.7812,6.3525515,0,13.239797,3.9799664,20.433928,4.54188,34.022964,0,0.10357734,1933.3636,398.3207,1958.654,6.4283347,275.58798,240.60033,5.2959766,1875.5886,982.9387,4280.638,190.25801,1.5921617,1.7348071,65.46863,0,400.0086,925.0919,314.67224,778.1375,1.361205,10.805687,79.059494,9.524239,102.58156,52.317078,133.7642,27.490726,3.1789312,2682.577,0,18716.096,2525.6658,156.66983,1327.1477,0,364.36694,80.72936,47.11815,20.202602,15.873807,10.615727,114.478325,4855.8286,45.641373,44.013275,1010.196,326.2696,3.116638
2021-06-07/2021-06-13,11.597756,3542.9338,1698.4445,3666.6375,673.31464,8.153467,17.667091,999.0664,0.2041179,2738.5125,3303.1492,1910.3228,616.99,6.2093396,8.294248,0.08677408,3.1903214,6.5904393,3.9181726,0.724236,0.010043768,3.135028,430.00528,129.85362,224.81717,8.100232,15.8175125,1.2166483,4881.7563,1.6061467,2818.3577,861.9985,4763.7524,117.37878,0.6547277,0.78436524,1588.7589,3453.638,158.90271,10619.87,212.74069,0.23403084,0.25574243,30.511574,0.21189567,320.24762,49.150486,11.232345,2.2414286,0.003457107,0.55073184,309.27902,1.065636,2787.5093,1345.4362,3676.6062,7391.64,0.21461044,5.5414104,360.53497,5.9371266,1128.1029,286.47342,414.02786,133.72142,0.1758067,14.832946,22.208134,482.12463,17.646122,24.02958,37.550804,0.95249176,0.10138564,0.004976516,0.044499353,0.018205022,0.5165366,0,0.0006328363,5.225754,3.9728901,1178.3488,284.99484,176.37564,1.4749134,0.660588,51.50497,73.87848,0.84355277,766.401,5060.307,43.10758,1265.5033,0.13578184,174.54478,961.74664,69.9455,1583.2549,69.469055,6609.7485,56.646484,2.0180528,0.83945966,1497.7853,0.32056287,7502.4653,1379.708,1724.6119,686.5582,5.122595,30.124018,4.8408065,53.088196,151.66124,1.8526602,24.262512,0.6486071,0,2.0152276,1.4220959,1.8373098,2.3142314,0.74744236,0.15064357,550.2073,971.3908,2783.3162,1234.1702,783.12134,3496.6284,2.8606794,0,1.4271644,0.6413842,2.3494458,0.5878624,3.9118848,0,0.011909112,407.50092,8.738676,440.34595,3.2587097,48.93907,523.60016,4.3993583,4353.7373,555.1099,9936.508,441.6396,3.6958358,4.0269547,29.91276,0,194.94603,507.52335,110.37705,379.22906,0.6633899,5.2662063,8.2665415,0.38013685,11.4409075,6.5684295,14.918704,3.0660412,0.3545464,794.11816,0,21173.678,897.7503,49.469566,419.05612,0,371.41296,11.244632,7.0004177,3.3788524,2.3583965,1.5771959,51.5518,1537.3792,43.44327,16.731995,341.149,110.18311,1.0525072
2021-06-14/2021-06-20,65.00193,5346.661,2935.9924,5787.728,1016.099,20.437416,24.23616,542.1927,2.583169,17254.527,8630.238,504.42212,2102.4004,19.233753,0.7187437,0.09257454,0.91643584,3.160193,1.1772578,0.20804057,0.0033492113,0.8186343,619.4111,602.5006,631.0357,8.1455345,75.60554,5.2864156,851.79785,23.162968,5775.9497,985.38745,10211.676,683.47705,4.777106,70.25185,5104.1313,11868.423,418.6988,38172.93,146.73558,1.0077604,0.79891133,20.75101,1.7741956,721.9899,21.126467,64.438324,5.053251,0.009766244,1.1286691,126.06963,3.5476463,3766.5918,3464.3489,13892.872,9987.888,0.3633724,7.4877653,117.693756,15.274166,5018.074,289.18402,169.69572,52.39883,0.08632282,5.2835865,12.716782,915.1548,25.682756,47.70914,71.27786,1.6435293,0.058746025,0.03550029,0.085472554,0.02681143,1.0377533,0,0.0011049563,33.962036,90.26557,1811.3033,1336.8246,1128.6011,9.022938,5.0638604,27.45914,50.24498,3.145762,1727.832,8747.422,93.59475,2853.0444,0.38358074,357.71155,402.32285,1965.2365,7250.505,243.929,17556.676,53.49892,11.580269,3.4945996,1304.6155,2.2804277,21662.51,3054.5493,5208.535,3283.031,18.533745,79.06752,6.1846476,760.9682,642.3067,7.9592524,107.479225,2.7469451,0,1.3705634,50.17958,3.176029,5.4572387,1.6850917,0.30872872,352.44946,7660.7476,5910.2505,2009.4313,1662.9152,7424.945,7.6116776,0,0.31931117,1.6085578,1.7425147,0.334305,3.0552986,0,0.0080291815,4278.9404,216.75093,2940.8613,16.687168,341.8668,183.09032,5.521627,1471.3186,413.50345,3512.3633,149.24924,5.2829113,1.2370905,1.9198856,0,91.94058,294.15695,24.563416,162.61003,0.16384621,9.942955,21.293306,2.9889746,24.221937,10.662664,33.036938,6.491227,0.682342,551.6014,0,13607.564,2870.5251,119.14334,1544.6427,0,240.81519,7.6475163,15.78228,5.840782,5.561386,3.5557518,105.65017,3745.3257,157.08334,46.388657,1290.2422,398.40237,3.4594991
2021-06-21/2021-06-27,7.4262204,2884.4202,1382.7594,2985.1313,548.16754,6.63801,14.383362,1656.2765,0.13069972,2229.513,2689.206,1555.2565,502.31183,5.055229,13.750404,0.05556276,2.5973458,5.3654947,3.1899142,0.58962446,0.008176966,2.55233,712.87317,105.7181,183.03104,6.59467,12.87756,0.9905137,8093.098,1.02844,2294.522,701.78125,3878.3293,95.56192,0.53303546,0.63857776,2633.883,2811.724,129.36792,8645.989,173.19919,0.19053227,0.20820835,50.582825,0.13567998,260.7241,40.015034,9.144625,1.8248211,0.0028145446,0.448369,512.7303,0.6823429,2269.4028,1095.3638,2993.2473,6017.78,0.17472148,4.5114455,156.43378,2.0260856,489.47653,1980.0455,179.644,58.02085,0.076281406,6.4359202,36.817184,392.5135,14.366295,19.563274,30.571348,0.77545506,0.16807966,0.0031865377,0.036228403,0.014821314,0.42052948,0,0.0005152128,8.663377,2.5439017,959.3324,232.02365,143.5932,1.2007757,0.5378066,41.931896,301.60736,3.4437876,3128.8145,3067.4084,175.98592,5166.3857,0.55432683,712.57544,1594.4069,114.600945,1288.9797,56.55704,5381.216,46.11774,1.6429636,0.6834319,2483.0647,0.20526129,6108.0063,1123.2655,1404.0632,558.94965,4.1704745,24.524958,8.025204,33.993176,123.4724,1.5083121,19.752913,0.52805245,0,3.3408937,1.1577753,1.4958148,1.8840923,0.6085175,0.1226439,912.147,621.9961,2265.9893,1004.77844,637.5648,2846.7227,2.3289738,0,2.3659878,0.410688,1.9127614,0.47859818,3.184795,0,0.009695604,675.5649,5.595508,358.5001,2.653023,39.842915,168.3969,0.54648554,687.6283,87.67381,1569.369,69.752396,0.5837188,0.63601553,49.5901,0,158.71196,413.19144,89.86158,308.74283,0.54008764,4.2873926,13.704473,0.24340737,9.314423,5.347576,12.145813,2.496165,0.28864798,1316.5083,0,17238.195,730.888,40.274807,341.16736,0,302.3795,18.641624,5.699272,2.7508352,1.9200486,1.2840472,41.970024,2548.7043,35.368603,13.622069,277.74057,89.70369,0.8568809
2021-06-28/2021-07-04,131.66508,5523.4204,3807.4927,12365.477,1057.5845,18.4512,16.26775,2646.6277,3.1956785,5887.68,25942.73,5060.645,1336.4747,90.05023,3.4507732,0.20002747,1.2443786,2.9998846,0.8776698,0.23098299,0.003917552,0.31369513,471.17545,218.96548,320.68634,38.158695,26.87276,1.2117265,10402.273,18.962568,4569.3745,2009.599,9516.549,191.73532,11.068063,0.75109744,1695.4861,2804.2927,135.58287,10625.138,212.84613,1.9813821,0.12264925,62.51744,2.405572,499.26434,110.18322,21.576715,3.5206416,0.056196272,0.06389763,1102.6274,11.345091,4075.3376,2828.4792,6623.157,4532.506,3.2715137,4.785038,178.61662,16.297136,3248.9844,155.278,192.30173,50.78511,0.6909867,3.3023894,11.499611,189.94981,9.997042,11.665294,14.905642,0.22164533,0.2077364,0.056496512,0.069374226,0.040811084,0.99223757,0,0.0005827121,13.189776,51.197044,2085.2588,1386.0323,712.4698,2.853748,12.188993,53.833546,74.086655,1.5530903,1194.8163,11343.942,82.80734,1987.7441,2.2071757,335.29077,1182.994,476.69678,1481.7748,3814.5254,9099.011,87.50441,19.693089,1.9774272,12142.021,4.3623595,14020.422,5501.0107,3971.161,1292.6654,99.81545,33.23876,72.69784,438.90747,1296.5193,79.0146,341.60037,7.466993,0,4.1291475,0.77777004,4.1187887,4.445512,1.1740175,0.07958567,1127.3597,3445.5352,4339.176,2766.702,1504.3323,4016.8528,46.50123,0,95.333305,60.609673,119.41117,42.963215,244.98286,0,0.3574996,3000.1006,1307.2421,2466.666,7.3052015,313.62457,208.12871,9.6890545,1316.7513,411.46634,3702.92,134.5739,11.654766,0.7951464,56.632874,0,280.82443,1051.2814,272.20383,550.39465,9.964142,14.556889,12.046761,3.0693507,12.685727,10.472694,20.382444,3.42519,0.23219112,1112.5708,0,46613.89,1376.0962,64.97699,450.06506,0,233.84378,23.039955,10.913605,7.5745387,4.5303483,2.4773207,99.02829,3150.0479,261.70337,62.747856,655.3284,173.0661,0.96914184
2021-07-05/2021-07-11,135.18657,5671.1514,3909.329,12696.207,1085.8704,18.944693,16.702843,2717.415,3.2811494,6045.154,26636.602,5195.998,1372.2197,92.458694,3.543067,0.20537737,1.2776604,3.080119,6.1544476,0.23716082,0.00402233,0.32208514,483.7774,224.82188,329.26334,39.17928,27.591494,1.2441351,10680.496,19.469738,4691.5884,2063.3474,9771.081,196.86343,11.364086,0.7711861,1740.8331,2879.297,139.20915,10909.32,218.53886,2.034376,0.12592964,64.18952,2.469911,512.61755,113.13016,22.153801,3.614804,0.05769929,0.065606624,1132.118,11.648523,4184.3374,2904.1292,6800.302,4653.7334,3.3590128,4.9130173,183.39386,16.733015,3335.8826,159.43103,197.44499,52.1434,0.70946765,3.3907144,11.807177,195.03017,10.2644205,11.977291,15.304305,0.22757341,0.21329248,0.058007553,0.071229696,0.04190261,1.0187758,0,0.00059829716,13.542547,52.56635,2141.0305,1423.1028,731.5253,2.9300737,12.5149975,55.27338,76.06816,1.5946289,1226.7726,11647.351,85.022095,2040.9078,2.2662084,344.2584,1182.994,476.69678,1481.7748,1008.63983,9099.011,87.50441,19.693089,1.9774272,12466.774,4.479035,14395.416,5648.142,4077.3745,1327.2388,102.48509,34.127758,74.6422,450.6464,1331.1958,81.127914,350.73672,7.666703,0,4.239585,0.7985721,4.228949,4.56441,1.2054175,0.08171427,1157.5118,3537.687,4455.2324,2840.6995,1544.5668,4124.2886,47.74494,0,97.88307,62.23073,122.60491,44.1123,251.53513,0,0.3670612,3080.342,1342.2053,2532.639,7.500585,322.0127,213.69528,9.948195,1351.9689,422.47134,3801.9592,138.17317,11.966481,0.8164133,58.147648,0,288.3353,1079.3988,279.48413,565.11536,10.230641,14.946224,12.36896,3.1514432,13.025017,10.752795,20.92759,3.5167994,0.23840125,1142.3274,0,47860.637,1412.901,66.71485,462.10242,0,240.09811,23.656178,11.205498,7.7771254,4.651516,2.543579,101.67688,4312.8296,1170.5382,85.9101,897.2312,236.95036,1.3268831
2021-07-12/2021-07-18,132.29718,10813.724,3825.772,12424.841,1062.6617,18.539782,16.345848,2659.335,3.2110205,15290.862,26067.277,5084.94,1342.8909,90.48255,3.46734,0.20098779,1.2503526,3.0142865,6.022907,0.2320919,0.0039363597,0.31520113,473.43747,568.6746,322.2259,38.34189,46.445805,1.2175438,10452.214,19.053604,11867.11,2019.2467,9562.236,192.65582,11.121199,0.75470334,1703.6259,7283.007,136.2338,10676.147,213.86797,1.9908946,0.1232381,62.817577,2.417121,1296.6381,110.7122,21.680302,3.5375438,0.056466065,0.064204395,1107.921,11.399556,10584.048,2842.0583,6654.954,4554.2656,3.2872198,4.80801,179.47412,16.375376,14491.1455,156.02347,193.22493,51.028923,0.694304,3.3182435,22.078735,942.6232,19.193872,22.39684,28.618162,0.42554894,0.20873372,0.056767743,0.18017167,0.041007012,0.99700123,0,0.0005855096,13.2530985,51.442833,5415.612,1392.6864,715.89026,2.8674483,12.247511,54.091995,74.44233,1.5605464,3103.048,11398.402,83.20489,1997.287,2.217772,336.90045,649.7711,261.8304,2103.6248,554.0054,4997.7197,48.062607,10.816624,1.0861213,12200.3125,4.383303,36412.363,5527.42,3990.2258,1298.8713,100.29465,33.398335,73.046844,441.0146,3367.1833,79.39394,343.24033,7.5028405,0,4.148971,2.019945,4.1385627,4.4668536,1.1796538,0.07996777,1132.772,3462.0767,11269.261,2779.9844,1511.5543,4036.1372,46.724472,0,51.659004,32.843067,167.24577,23.28084,132.75096,0,0.1937213,3014.5034,1313.518,6406.156,7.340273,315.13022,51.870934,2.4147608,1470.4952,102.54796,922.86475,33.539215,2.9046683,0.19817092,56.904785,0,729.3283,1056.3285,273.51065,553.037,10.011978,14.626774,12.104595,3.0840862,32.946064,10.522972,20.480297,3.4416337,0.23330583,2331.6748,0,18978.875,2883.9758,136.17624,943.2289,0,151.81065,70.16936,85.90969,23.06862,13.797384,7.5447993,99.50371,4220.648,221.8797,84.07392,878.0544,231.88596,1.2985232
2021-07-19/2021-07-25,65.90117,4827.3906,3746.0115,10807.25,924.3119,20.206799,14.21776,976.35126,1.8744153,11150.096,29910.63,1442.6007,1368.8124,8.240681,0.045087278,0.0031202484,0.033894736,0.093300804,0.023906209,0.0062915864,0.00012387178,0.008544529,129.26352,125.23071,206.46277,9.819671,15.369066,0.6930109,6601.37,40.00645,3993.5684,1977.151,8317.328,167.57362,12.121168,0.6564475,674.2856,2324.9602,126.5385,8809.011,176.46463,2.0583987,0.10168504,26.209698,1.2040403,436.3491,108.40389,18.857714,3.076986,0.06154325,0.055845536,462.26483,3.767005,3561.7869,2782.8054,5788.5337,3961.3452,3.5827923,4.1820464,84.2023,8.292207,6385.125,153.53403,68.43373,18.072691,0.3081244,1.1752102,4.821086,166.0131,9.8356085,10.195281,13.0273,0.1937146,0.087091096,0.028277708,0.060631998,0.04015206,0.8672002,0,0.00050928106,64.58771,225.52377,4030.1753,12001.249,5480.1704,21.950459,117.48047,414.07742,31.05999,1.9941567,1044.2504,11160.767,72.3723,1737.2559,2.4171839,293.03867,653.5004,519.36346,1706.4266,831.6273,10478.532,20.782148,28.417688,2.2772267,8092.9204,2.158943,18264.03,5436.844,5173.1255,1683.9185,162.93034,43.299217,9.762251,72.20023,835.82983,24.90028,95.62893,2.0903413,0,0.40927678,2.5153732,0.9580639,0.91858786,0.24259034,0.016445033,425.59827,1552.94,3414.9778,2451.1375,1183.9218,3161.3003,45.85781,0,1.3534241,4.019822,3.5340793,1.4313798,10.147957,0,0.010580549,1687.0312,89.07444,1076.2924,7.187235,108.09074,231.25346,3.7471993,889.2213,67.60331,2500.6428,90.87975,33.290955,0.5369744,23.354284,0,241.42075,1017.3838,66.590385,473.16666,9.943917,12.514356,2.2198896,0.6752563,4.873251,4.528851,7.8299584,1.3157943,0.08919671,349.11423,0,2291.9414,1317.044,42.505108,940.55164,0,47.385124,9.659238,9.538316,7.4522204,3.9594526,2.1651397,86.5491,3852.995,667.31744,180.11429,1671.0221,441.3013,2.4712172
